frequency,V(p001),V(vin),V(vout),I(C1),I(L1),I(R1),I(V1)
(28993.969396939698+0j),(-2.7006836400575998e-05-0.00022547913075598305j),(0.49999999999999994+0j),(0.007081472448181794+0.05903947734662591j),(0.00985837055103636-0.0011807895469325182j),(0.00985837055103636-0.0011807895469325182j),(0.009858370551036362-0.0011807895469325182j),(-0.009858370551036364+0.0011807895469325184j)
(29003.960396039605+0j),(-2.700664215049287e-05-0.00022539924574851275j),(0.5+6.938893903907228e-18j),(0.007086314507063241+0.059059396898075774j),(0.009858273709858733-0.0011811879379615153j),(0.009858273709858735-0.001181187937961515j),(0.009858273709858735-0.0011811879379615153j),(-0.009858273709858735+0.0011811879379615155j)
(29013.951395139517+0j),(-2.7006447739441455e-05-0.00022531941503897284j),(0.5000000000000001+6.938893903907228e-18j),(0.007091158139095643+0.05907931580473279j),(0.00985817683721809-0.0011815863160946553j),(0.00985817683721809-0.0011815863160946553j),(0.00985817683721809-0.0011815863160946555j),(-0.00985817683721809+0.0011815863160946558j)
(29023.942394239428+0j),(-2.700625316752947e-05-0.00022523963857133333j),(0.49999999999999994+0j),(0.007096003344183337+0.059099234066468886j),(0.009858079933116331-0.0011819846813293775j),(0.009858079933116331-0.0011819846813293778j),(0.009858079933116333-0.0011819846813293778j),(-0.009858079933116333+0.001181984681329378j)
(29033.933393339335+0j),(-2.7006058434864527e-05-0.00022515991628964223j),(0.5000000000000001+0j),(0.007100850122230644+0.05911915168315612j),(0.009857982997555388-0.0011823830336631222j),(0.00985798299755539-0.0011823830336631224j),(0.009857982997555388-0.0011823830336631224j),(-0.009857982997555388+0.0011823830336631224j)
(29043.924392439247+0j),(-2.700586354155399e-05-0.00022508024813802356j),(0.5-6.938893903907228e-18j),(0.007105698473141845+0.05913906865466628j),(0.009857886030537165-0.001182781373093326j),(0.009857886030537165-0.001182781373093326j),(0.009857886030537163-0.001182781373093326j),(-0.009857886030537165+0.001182781373093326j)
(29053.915391539158+0j),(-2.7005668487705078e-05-0.00022500063406067863j),(0.49999999999999994+0j),(0.007110548396821207+0.059158984980871285j),(0.009857789032063576-0.0011831796996174255j),(0.009857789032063574-0.0011831796996174255j),(0.009857789032063576-0.0011831796996174258j),(-0.009857789032063576+0.0011831796996174258j)
(29063.906390639066+0j),(-2.7005473273424855e-05-0.00022492107400188562j),(0.5000000000000001+0j),(0.007115399893172962+0.05917890066164288j),(0.009857692002136542-0.0011835780132328578j),(0.009857692002136542-0.0011835780132328578j),(0.009857692002136544-0.0011835780132328575j),(-0.009857692002136542+0.0011835780132328575j)
(29073.897389738977+0j),(-2.7005277898820194e-05-0.0002248415679059991j),(0.5+0j),(0.007120252962101316+0.059198815696852786j),(0.009857594940757974-0.001183976313937056j),(0.009857594940757974-0.0011839763139370558j),(0.009857594940757974-0.0011839763139370558j),(-0.009857594940757974+0.0011839763139370558j)
(29083.888388838885+0j),(-2.7005082363997783e-05-0.00022476211571745023j),(0.5+0j),(0.00712510760351044+0.05921873008637267j),(0.00985749784792979-0.0011843746017274534j),(0.009857497847929792-0.0011843746017274534j),(0.009857497847929792-0.0011843746017274534j),(-0.009857497847929794+0.0011843746017274536j)
(29093.879387938796+0j),(-2.7004886669064167e-05-0.00022468271738074641j),(0.5+0j),(0.007129963817304491+0.05923864383007416j),(0.00985740072365391-0.001184772876601483j),(0.009857400723653912-0.0011847728766014832j),(0.009857400723653912-0.0011847728766014832j),(-0.009857400723653912+0.0011847728766014834j)
(29103.870387038707+0j),(-2.70046908141257e-05-0.00022460337284047134j),(0.49999999999999994+0j),(0.007134821603387583+0.05925855692782877j),(0.009857303567932248-0.0011851711385565753j),(0.009857303567932246-0.0011851711385565756j),(0.009857303567932248-0.0011851711385565753j),(-0.009857303567932248+0.0011851711385565756j)
(29113.861386138615+0j),(-2.7004494799288572e-05-0.00022452408204128488j),(0.5-6.938893903907228e-18j),(0.0071396809616638135+0.05927846937950802j),(0.009857206380766724-0.001185569387590161j),(0.009857206380766726-0.0011855693875901607j),(0.009857206380766724-0.0011855693875901605j),(-0.009857206380766724+0.0011855693875901605j)
(29123.852385238526+0j),(-2.7004298624658775e-05-0.00022444484492792252j),(0.49999999999999994+0j),(0.007144541892037246+0.05929838118498336j),(0.009857109162159252-0.001185967623699667j),(0.009857109162159256-0.001185967623699667j),(0.009857109162159254-0.0011859676236996672j),(-0.009857109162159256+0.0011859676236996674j)
(29133.843384338437+0j),(-2.7004102290342176e-05-0.000224365661445196j),(0.49999999999999994+0j),(0.0071494043944119135+0.059318292344126125j),(0.009857011912111758-0.0011863658468825224j),(0.00985701191211176-0.0011863658468825224j),(0.00985701191211176-0.0011863658468825224j),(-0.009857011912111762+0.0011863658468825226j)
(29143.834383438345+0j),(-2.7003905796444438e-05-0.00022428653153799247j),(0.5+0j),(0.007154268468691834+0.059338202856807694j),(0.009856914630626164-0.0011867640571361538j),(0.009856914630626162-0.0011867640571361538j),(0.009856914630626164-0.001186764057136154j),(-0.009856914630626164+0.001186764057136154j)
(29153.825382538256+0j),(-2.700370914307106e-05-0.0002242074551512746j),(0.5+0j),(0.007159134114780981+0.059358112722899294j),(0.009856817317704379-0.0011871622544579858j),(0.00985681731770438-0.0011871622544579858j),(0.00985681731770438-0.001187162254457986j),(-0.00985681731770438+0.001187162254457986j)
(29163.816381638168+0j),(-2.7003512330327382e-05-0.0002241284322300808j),(0.49999999999999994+0j),(0.007164001332583309+0.05937802194227215j),(0.009856719973348332-0.001187560438845443j),(0.009856719973348332-0.0011875604388454429j),(0.009856719973348332-0.001187560438845443j),(-0.009856719973348334+0.001187560438845443j)
(29173.807380738075+0j),(-2.7003315358318552e-05-0.00022404946271952435j),(0.49999999999999994+0j),(0.007168870122002748+0.059397930514797435j),(0.009856622597559943-0.0011879586102959486j),(0.009856622597559943-0.0011879586102959488j),(0.009856622597559945-0.0011879586102959488j),(-0.009856622597559945+0.0011879586102959488j)
(29183.798379837986+0j),(-2.700311822714958e-05-0.0002239705465647942j),(0.5+0j),(0.0071737404829431885+0.059417838440346225j),(0.009856525190341137-0.0011883567688069248j),(0.009856525190341135-0.0011883567688069248j),(0.009856525190341137-0.0011883567688069246j),(-0.009856525190341137+0.0011883567688069246j)
(29193.789378937898+0j),(-2.7002920936925254e-05-0.00022389168371115382j),(0.49999999999999994+6.938893903907228e-18j),(0.007178612415308499+0.05943774571878957j),(0.009856427751693828-0.0011887549143757912j),(0.00985642775169383-0.0011887549143757912j),(0.00985642775169383-0.0011887549143757912j),(-0.00985642775169383+0.0011887549143757914j)
(29203.780378037805+0j),(-2.7002723487750266e-05-0.0002238128741039421j),(0.5+6.938893903907228e-18j),(0.007183485919002525+0.05945765234999846j),(0.00985633028161995-0.0011891530469999689j),(0.009856330281619948-0.0011891530469999689j),(0.00985633028161995-0.001189153046999969j),(-0.009856330281619951+0.0011891530469999695j)
(29213.771377137717+0j),(-2.70025258797291e-05-0.00022373411768857236j),(0.49999999999999994+6.938893903907228e-18j),(0.007188360993929084+0.05947755833384384j),(0.009856232780121418-0.0011895511666768768j),(0.009856232780121417-0.0011895511666768766j),(0.009856232780121417-0.0011895511666768768j),(-0.009856232780121418+0.001189551166676877j)
(29223.762376237628+0j),(-2.7002328112966044e-05-0.00022365541441053251j),(0.49999999999999994+0j),(0.007193237639991958+0.059497463670196586j),(0.009856135247200158-0.0011899492734039317j),(0.009856135247200162-0.001189949273403932j),(0.00985613524720016-0.0011899492734039317j),(-0.009856135247200162+0.001189949273403932j)
(29233.753375337536+0j),(-2.700213018756527e-05-0.0002235767642153856j),(0.5+0j),(0.007198115857094895+0.05951736835892749j),(0.009856037682858103-0.0011903473671785497j),(0.009856037682858101-0.0011903473671785497j),(0.009856037682858101-0.00119034736717855j),(-0.009856037682858103+0.0011903473671785502j)
(29243.744374437447+0j),(-2.700193210363077e-05-0.00022349816704876838j),(0.49999999999999994+0j),(0.007202995645141638+0.05953727239990736j),(0.009855940087097167-0.0011907454479981473j),(0.009855940087097167-0.0011907454479981473j),(0.009855940087097167-0.0011907454479981473j),(-0.009855940087097167+0.0011907454479981473j)
(29253.735373537354+0j),(-2.7001733861266316e-05-0.00022341962285639207j),(0.49999999999999994+6.938893903907228e-18j),(0.007207877004035879+0.05955717579300688j),(0.00985584245991928-0.0011911435158601374j),(0.009855842459919282-0.0011911435158601374j),(0.009855842459919282-0.0011911435158601376j),(-0.009855842459919283+0.0011911435158601378j)
(29263.726372637266+0j),(-2.7001535460575623e-05-0.00022334113158404252j),(0.5-6.938893903907228e-18j),(0.0072127599336813016+0.05957707853809673j),(0.009855744801326375-0.0011915415707619346j),(0.009855744801326375-0.0011915415707619346j),(0.009855744801326375-0.0011915415707619348j),(-0.009855744801326375+0.0011915415707619346j)
(29273.717371737177+0j),(-2.7001336901662117e-05-0.00022326269317757882j),(0.5+6.938893903907228e-18j),(0.007217644433981544+0.0595969806350475j),(0.009855647111320368-0.0011919396127009498j),(0.009855647111320368-0.00119193961270095j),(0.00985564711132037-0.00119193961270095j),(-0.009855647111320372+0.0011919396127009502j)
(29283.708370837085+0j),(-2.700113818462915e-05-0.00022318430758293462j),(0.5+0j),(0.007222530504840225+0.059616882083729734j),(0.009855549389903193-0.0011923376416745947j),(0.009855549389903195-0.0011923376416745949j),(0.009855549389903196-0.0011923376416745947j),(-0.009855549389903198+0.0011923376416745949j)
(29293.699369936996+0j),(-2.7000939309579864e-05-0.00022310597474611702j),(0.5+6.938893903907228e-18j),(0.007227418146160941+0.05963678288401397j),(0.009855451637076781-0.0011927356576802793j),(0.009855451637076781-0.0011927356576802793j),(0.009855451637076781-0.0011927356576802793j),(-0.009855451637076781+0.0011927356576802795j)
(29303.690369036907+0j),(-2.7000740276617233e-05-0.0002230276946132068j),(0.5+6.938893903907228e-18j),(0.007232307357847244+0.059656683035770576j),(0.009855353852843054-0.0011931336607154115j),(0.009855353852843054-0.0011931336607154115j),(0.009855353852843056-0.0011931336607154115j),(-0.009855353852843056+0.0011931336607154115j)
(29313.681368136815+0j),(-2.7000541085844084e-05-0.0002229494671303583j),(0.49999999999999994+6.938893903907228e-18j),(0.007237198139802671+0.05967658253886996j),(0.009855256037203943-0.001193531650777399j),(0.009855256037203945-0.001193531650777399j),(0.009855256037203946-0.001193531650777399j),(-0.009855256037203946+0.0011935316507773993j)
(29323.672367236726+0j),(-2.7000341737363097e-05-0.00022287129224379937j),(0.5+6.938893903907228e-18j),(0.007242090491930738+0.05969648139318252j),(0.009855158190161384-0.0011939296278636502j),(0.009855158190161386-0.0011939296278636502j),(0.009855158190161386-0.0011939296278636502j),(-0.009855158190161388+0.0011939296278636504j)
(29333.663366336637+0j),(-2.700014223127674e-05-0.0002227931698998308j),(0.5+0j),(0.007246984414134916+0.05971637959857845j),(0.0098550603117173-0.001194327591971569j),(0.0098550603117173-0.0011943275919715692j),(0.009855060311717302-0.001194327591971569j),(-0.009855060311717302+0.001194327591971569j)
(29343.654365436545+0j),(-2.6999942567687336e-05-0.00022271510004482687j),(0.5+0j),(0.007251879906318654+0.05973627715492802j),(0.009854962401873626-0.0011947255430985603j),(0.009854962401873628-0.0011947255430985605j),(0.009854962401873626-0.0011947255430985605j),(-0.009854962401873628+0.001194725543098561j)
(29353.645364536456+0j),(-2.699974274669708e-05-0.0002226370826252348j),(0.5-6.938893903907228e-18j),(0.007256776968385377+0.059756174062101375j),(0.009854864460632292-0.0011951234812420275j),(0.009854864460632294-0.0011951234812420278j),(0.009854864460632292-0.0011951234812420278j),(-0.009854864460632292+0.0011951234812420275j)
(29363.636363636368+0j),(-2.699954276840794e-05-0.0002225591175875745j),(0.49999999999999994-6.938893903907228e-18j),(0.007261675600238481+0.05977607031996865j),(0.009854766487995227-0.0011955214063993729j),(0.009854766487995228-0.0011955214063993733j),(0.009854766487995228-0.001195521406399373j),(-0.00985476648799523+0.0011955214063993733j)
(29373.627362736275+0j),(-2.6999342632921784e-05-0.00022248120487843902j),(0.5+0j),(0.00726657580178133+0.059795965928399905j),(0.00985466848396437-0.0011959193185679979j),(0.00985466848396437-0.001195919318567998j),(0.009854668483964374-0.001195919318567998j),(-0.009854668483964376+0.0011959193185679983j)
(29383.618361836187+0j),(-2.6999142340340273e-05-0.0002224033444444937j),(0.5+0j),(0.007271477572917268+0.05981586088726516j),(0.009854570448541655-0.001196317217745303j),(0.009854570448541657-0.0011963172177453033j),(0.009854570448541655-0.0011963172177453033j),(-0.009854570448541655+0.0011963172177453033j)
(29393.609360936094+0j),(-2.6998941890764925e-05-0.0002223255362324766j),(0.49999999999999994+0j),(0.007276380913549602+0.059835755196434345j),(0.009854472381729007-0.001196715103928687j),(0.009854472381729009-0.0011967151039286872j),(0.009854472381729007-0.001196715103928687j),(-0.009854472381729007+0.0011967151039286872j)
(29403.600360036005+0j),(-2.6998741284297086e-05-0.0002222477801891982j),(0.5+6.938893903907228e-18j),(0.007281285823581614+0.059855648855777384j),(0.009854374283528367-0.0011971129771155475j),(0.009854374283528367-0.0011971129771155475j),(0.009854374283528368-0.0011971129771155475j),(-0.009854374283528368+0.0011971129771155475j)
(29413.591359135917+0j),(-2.699854052103796e-05-0.00022217007626154108j),(0.5+6.938893903907228e-18j),(0.007286192302916568+0.05987554186516414j),(0.009854276153941667-0.0011975108373032826j),(0.009854276153941667-0.0011975108373032826j),(0.009854276153941669-0.0011975108373032826j),(-0.009854276153941669+0.0011975108373032826j)
(29423.582358235824+0j),(-2.6998339601088575e-05-0.00022209242439646024j),(0.5+0j),(0.007291100351457686+0.05989543422446439j),(0.009854177992970847-0.001197908684489288j),(0.009854177992970847-0.0011979086844892879j),(0.009854177992970847-0.0011979086844892879j),(-0.009854177992970847+0.0011979086844892879j)
(29433.573357335736+0j),(-2.6998138524549776e-05-0.00022201482454098245j),(0.5+0j),(0.007296009969108165+0.059915325933547876j),(0.009854079800617836-0.0011983065186709576j),(0.009854079800617836-0.0011983065186709574j),(0.009854079800617836-0.0011983065186709576j),(-0.00985407980061784+0.0011983065186709579j)
(29443.564356435647+0j),(-2.6997937291522305e-05-0.00022193727664220674j),(0.5+6.938893903907228e-18j),(0.007300921155771182+0.059935216992284324j),(0.009853981576884576-0.0011987043398456862j),(0.009853981576884576-0.0011987043398456862j),(0.009853981576884576-0.0011987043398456864j),(-0.009853981576884576+0.0011987043398456864j)
(29453.555355535555+0j),(-2.699773590210669e-05-0.00022185978064730348j),(0.5+0j),(0.007305833911349883+0.05995510740054335j),(0.009853883321773003-0.0011991021480108669j),(0.009853883321773003-0.0011991021480108669j),(0.009853883321773003-0.001199102148010867j),(-0.009853883321773005+0.0011991021480108673j)
(29463.546354635466+0j),(-2.6997534356403326e-05-0.000221782336503515j),(0.5-6.938893903907228e-18j),(0.00731074823574738+0.05997499715819454j),(0.009853785035285051-0.0011994999431638907j),(0.009853785035285053-0.0011994999431638909j),(0.009853785035285053-0.001199499943163891j),(-0.009853785035285053+0.0011994999431638909j)
(29473.537353735377+0j),(-2.6997332654512446e-05-0.00022170494415815525j),(0.5+0j),(0.007315664128866766+0.05999488626510747j),(0.009853686717422663-0.001199897725302149j),(0.009853686717422665-0.0011998977253021492j),(0.009853686717422665-0.0011998977253021494j),(-0.009853686717422665+0.0011998977253021494j)
(29483.528352835285+0j),(-2.6997130796534122e-05-0.00022162760355860946j),(0.5-6.938893903907228e-18j),(0.0073205815906110935+0.060014774721151555j),(0.009853588368187779-0.0012002954944230313j),(0.009853588368187779-0.0012002954944230313j),(0.009853588368187779-0.0012002954944230313j),(-0.009853588368187779+0.001200295494423031j)
